Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,Cumulative2P,Cumulative2PA,Cumulative3P,Cumulative3PA,CumulativeFT,CumulativeFTA,CumulativeORB,CumulativeAST,CumulativeTOV,CumulativeOWS,Last2OWS
Terrence Ross,-0.021301381,0.025267779,0.169821937,0.298832067,0.169112646,-0.181154505,-0.160116679,1.009020154,0.989239684,-0.354160287,-0.373622241,-0.375036654,-0.304974553,-0.212990964,-0.576336646,-0.305006167
Terry Rozier,-0.74022298,-1.457840989,-0.521413082,-0.40330579,-0.474898841,-0.526790444,-0.484902535,-0.114956265,-0.115465613,-0.473172365,-0.484300171,-0.43360171,-0.304974553,-0.529043942,-0.576336646,-0.059221061
Thabo Sefolosha,1.656182351,0.025267779,1.552291974,1.480871485,1.030412562,0.165783264,0.159136753,0.493659787,0.55064701,-0.02638932,-0.005201189,0.426572547,0.265006637,0.361224099,-0.576336646,-0.223077799
Thaddeus Young,0.697620219,0.321889533,1.321880301,1.616145751,1.782701752,2.149121695,2.027469017,0.228617313,0.325868265,0.49843443,0.658866387,2.344578125,0.37379337,1.073125609,-0.576336646,0.514277519
Thomas Bryant,-1.45914458,0.91513304,-0.982236428,-0.976611012,-0.848739655,-0.704490277,-0.712057372,-0.642587117,-0.661878985,-0.638033357,-0.648042861,-0.660541301,-0.606819431,-0.754349035,-0.576336646,-0.660029098
Thon Maker,-1.45914458,1.804998301,-0.751824755,-0.602996373,-0.667788135,-0.608805752,-0.611822859,-0.500249492,-0.50837155,-0.548286545,-0.547219815,-0.455563606,-0.558554895,-0.662036532,-0.576336646,-0.35962508
Tim Frazier,0.218339152,-1.754462743,-0.291001409,-0.425851501,-0.506209318,-0.533299596,-0.514842714,-0.453621649,-0.443496383,-0.463417276,-0.462316198,-0.512298504,-0.036072137,-0.369452835,-0.576336646,-0.277696711
Tim Hardaway,-0.260941914,-0.271353975,2.934762012,2.856159855,3.236596953,2.533812543,2.697217806,4.557644393,4.835149191,2.422137844,2.374374292,0.521740763,5.269196335,3.671957273,-0.581629534,0.514277519
Tim Quarterman,-0.74022298,-0.271353975,-0.751824755,-0.963727748,-0.846540592,-0.703188447,-0.710104752,-0.632770729,-0.657310312,-0.640959884,-0.651075133,-0.658711143,-0.602222809,-0.73713823,-0.581629534,-0.687338554
Timofey Mozgov,1.176901285,1.804998301,0.630645283,0.437327148,0.000413052,0.084418872,0.014317408,-0.618046147,-0.618019718,-0.056630094,-0.037798113,0.741359722,-0.419890116,0.067075783,-0.581629534,-0.441553448
Timothe Luwawu-Cabarrot,-0.979863513,-0.271353975,-0.751824755,-0.635204531,-0.647158824,-0.616616733,-0.615077227,-0.392269224,-0.379534952,-0.495609068,-0.517655163,-0.594655613,-0.51258867,-0.583805597,-0.581629534,-0.632719642
Tobias Harris,-0.260941914,0.618511286,0.40023361,0.469535307,0.583060192,0.622074777,0.59424566,0.658084285,0.694103364,0.437952883,0.37989736,0.21427422,0.001466947,0.17972833,-0.581629534,1.57934631
Tomas Satoransky,-0.021301381,0.025267779,-0.751824755,-0.606217189,-0.608937004,-0.574958164,-0.587740541,-0.507611783,-0.544920939,-0.547311036,-0.5570747,-0.48850645,-0.321828836,-0.56815941,-0.586922422,0.377730238
Tony Allen,2.375103951,-0.864597482,2.01311532,1.616145751,1.034391819,0.894157306,0.912522781,-0.338279091,-0.26531811,0.676952546,0.792286357,1.202559537,0.213677686,0.991765436,-0.586922422,-0.660029098
Tony Bradley,-1.45914458,1.211754794,-0.982236428,-0.995935907,-0.8532425,-0.707093938,-0.712382809,-0.645041214,-0.670102598,-0.640959884,-0.653349337,-0.658711143,-0.61064995,-0.757478273,-0.586922422,-0.660029098
Tony Parker,2.135463418,-1.457840989,2.704350339,2.833614144,3.04716333,3.885112373,3.780271241,0.59673186,0.747099979,2.585047819,2.681391836,0.115445688,4.620306458,3.607807906,-0.586922422,-0.168458886
Tony Snell,-0.021301381,0.025267779,-0.060589736,0.160336985,0.016330084,-0.444124221,-0.436087025,0.429853265,0.382519819,-0.457564223,-0.476719491,-0.483015976,-0.314933902,-0.389792878,-0.586922422,0.350420781
Torrey Craig,0.218339152,-0.271353975,-0.982236428,-0.899311431,-0.790412111,-0.679755502,-0.689927674,-0.603321565,-0.618019718,-0.621449707,-0.628333092,-0.592825455,-0.59226346,-0.726185899,-0.586922422,-0.386934536
Travis Wear,0.218339152,0.91513304,-0.751824755,-0.805907772,-0.762033719,-0.656322557,-0.649248083,-0.576326498,-0.600658758,-0.615596654,-0.62909116,-0.609296877,-0.575409177,-0.693328906,-0.586922422,-0.796576379
Treveon Graham,-0.500582447,-0.271353975,-0.751824755,-0.735049823,-0.726534549,-0.666086284,-0.667147103,-0.524790462,-0.568678042,-0.593159951,-0.59876844,-0.580014349,-0.56161931,-0.710539712,-0.586922422,-0.277696711
Trevor Ariza,1.416541818,0.321889533,2.01311532,2.009085285,2.055699792,0.758116042,0.808383028,2.577188127,2.728990622,0.802793186,0.899173946,1.090919899,0.885550675,1.243669047,-0.586922422,0.814681537
Trevor Booker,0.937260752,0.321889533,0.630645283,0.688550785,0.282207346,0.249751318,0.181591887,-0.46098394,-0.446237588,-0.147352415,-0.049169133,1.217200801,-0.177801331,0.087415826,-0.586922422,0.050016763
Trey Burke,-0.260941914,-1.754462743,-0.060589736,-0.049016046,-0.080952302,-0.129732209,-0.058905856,0.316964804,0.386174758,-0.314164425,-0.331928501,-0.472035028,0.263474429,-0.090950706,-0.586922422,-0.031911605
Trey Lyles,-0.979863513,0.91513304,-0.521413082,-0.303460498,-0.444635537,-0.433709579,-0.430880038,-0.161584108,-0.168462228,-0.433176503,-0.424412798,-0.36954618,-0.443639332,-0.460200719,-0.586922422,-0.168458886
Trey McKinney-Jones,0.218339152,-0.567975728,-0.982236428,-1.021702434,-0.856174585,-0.709046683,-0.715637176,-0.645041214,-0.671016333,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.757478273,-0.586922422,-0.660029098
Tristan Thompson,-0.021301381,0.618511286,0.40023361,0.646680179,0.657200051,0.498400901,0.447148258,-0.645041214,-0.66279272,0.308210208,0.561075614,2.474519343,-0.291184686,0.112449726,-0.592215309,1.197013923
Troy Daniels,-0.021301381,-0.864597482,-0.060589736,-0.248706629,-0.463275219,-0.613362158,-0.593598403,0.422490974,0.313989713,-0.530727386,-0.548735952,-0.576354033,-0.502629321,-0.525914705,-0.592215309,-0.14114943
Troy Williams,-0.74022298,0.025267779,-0.751824755,-0.860661641,-0.765803542,-0.647209745,-0.658360312,-0.573872401,-0.579642859,-0.602915039,-0.607865256,-0.598315929,-0.5800058,-0.677682719,-0.592215309,-0.687338554
Tyler Cavanaugh,-0.74022298,0.618511286,-0.982236428,-0.899311431,-0.802035733,-0.686264653,-0.695134662,-0.56651011,-0.589693941,-0.626327251,-0.638946045,-0.583674665,-0.590731252,-0.735573611,-0.592215309,-0.168458886
Tyler Dorsey,-1.219504046,-0.567975728,-0.982236428,-0.844557562,-0.754284637,-0.662180793,-0.656082255,-0.468346231,-0.48918312,-0.599013004,-0.607107188,-0.634919089,-0.550893857,-0.699587381,-0.592215309,-0.660029098
Tyler Ennis,-0.74022298,-1.161219235,-0.291001409,-0.425851501,-0.611659654,-0.543714238,-0.535019791,-0.483070813,-0.480959508,-0.571698757,-0.582849012,-0.578184191,-0.336384807,-0.489928475,-0.592215309,-0.605410185
Tyler Johnson,-0.260941914,-0.864597482,-0.291001409,-0.338889473,-0.259809476,-0.320450345,-0.308190391,-0.014338289,-0.03779816,-0.26831551,-0.280379876,-0.435431868,-0.213808207,-0.369452835,-0.592215309,0.705443712
Tyler Lydon,-1.219504046,0.91513304,-0.982236428,-1.021702434,-0.856069867,-0.709046683,-0.715637176,-0.645041214,-0.671016333,-0.642910901,-0.654865473,-0.666031775,-0.611416054,-0.757478273,-0.592215309,-0.660029098
Tyler Ulis,-0.979863513,-2.644328004,-0.751824755,-0.599775557,-0.565060449,-0.490990111,-0.467328951,-0.490433104,-0.465426017,-0.507315174,-0.524477775,-0.585504823,-0.20001834,-0.438296058,-0.592215309,-0.769266923
Tyler Zeller,0.457979686,1.508376547,0.169821937,0.282727987,-0.106817479,0.029091085,0.005530616,-0.620500244,-0.639949352,-0.128817748,-0.131798546,0.474156655,-0.333320392,-0.219249439,-0.592215309,0.022707307
Tyreke Evans,0.457979686,-0.271353975,0.861056956,0.666005074,0.907160282,1.133043162,1.232427086,0.393041811,0.546078336,1.027160217,1.054577888,0.188652008,1.44633862,1.387613968,-0.597508197,0.131945132
Tyrone Wallace,-0.74022298,-0.567975728,-0.982236428,-0.928298774,-0.767164867,-0.643955169,-0.648271773,-0.620500244,-0.634466943,-0.583404863,-0.595736168,-0.627598457,-0.557022687,-0.685505812,-0.597508197,-0.550791273
Tyson Chandler,2.135463418,1.804998301,2.704350339,2.450337057,2.340007302,1.558090748,1.183937014,-0.645041214,-0.661878985,1.635877727,2.084792313,5.578467301,0.096463812,1.755299363,-0.597508197,0.596205887
Tyus Jones,-1.219504046,-1.457840989,-0.521413082,-0.448397212,-0.561604778,-0.582769146,-0.582208117,-0.431534776,-0.438013975,-0.514143736,-0.531300387,-0.605636561,-0.231428593,-0.554077842,-0.597508197,0.241182957
Udonis Haslem,2.614744484,0.321889533,2.243526993,1.693445332,1.3892788,0.998954643,1.013408168,-0.635224826,-0.631725739,0.553062925,0.575478906,2.267711489,-0.055224731,0.494216689,-0.602801084,-0.687338554
Vander Blue,-0.260941914,-0.864597482,-0.521413082,-0.992715091,-0.842247182,-0.702537532,-0.707175821,-0.64013302,-0.659137781,-0.639008866,-0.645768657,-0.662371459,-0.602222809,-0.740267467,-0.602801084,-0.769266923
Victor Oladipo,-0.260941914,-0.864597482,-0.060589736,0.153895353,0.422633266,0.461298738,0.496289204,0.689987546,0.737962631,0.454536533,0.411736216,-0.248755752,0.463427508,0.730474113,-0.608093972,0.978538274
Vince Carter,3.573306617,-0.271353975,3.395585358,3.500323026,3.768142044,3.771853138,4.138902517,4.523287035,4.49158493,4.021972326,3.883687699,2.278692437,2.89657302,3.168150051,-0.608093972,-0.059221061
Vince Hunter,-0.74022298,0.321889533,-0.982236428,-1.012039986,-0.855546281,-0.707093938,-0.714009992,-0.645041214,-0.671016333,-0.642910901,-0.654865473,-0.662371459,-0.611416054,-0.755913654,-0.608093972,-0.660029098
Wade Baldwin,-1.219504046,-0.864597482,-0.751824755,-0.896090615,-0.805491404,-0.681057332,-0.680164573,-0.627862535,-0.646345495,-0.606817074,-0.619236276,-0.644069879,-0.560853206,-0.690199669,-0.608093972,-0.823885835
"Walt Lemon, Jr.",-0.260941914,-1.161219235,-0.982236428,-1.00881917,-0.852614196,-0.705141192,-0.710755625,-0.642587117,-0.670102598,-0.640959884,-0.652591269,-0.666031775,-0.607585535,-0.751219798,-0.608093972,-0.71464801
Wayne Ellington,0.937260752,-0.864597482,0.861056956,0.881799736,0.444623902,-0.114761161,-0.044912077,1.386951089,1.315442985,-0.230270666,-0.278105672,-0.303660492,-0.121875757,-0.134760029,-0.613386859,0.623515343
Wayne Selden,-0.74022298,-0.567975728,-0.751824755,-0.867103273,-0.759101634,-0.653718896,-0.658034875,-0.507611783,-0.533956122,-0.586331389,-0.593461964,-0.634919089,-0.550893857,-0.654213438,-0.613386859,-0.660029098
Wesley Iwundu,-0.74022298,0.025267779,-0.982236428,-0.825232667,-0.749467641,-0.654369812,-0.659662059,-0.622954341,-0.628984535,-0.609743601,-0.619236276,-0.600146087,-0.56774814,-0.710539712,-0.613386859,-0.660029098
Wesley Johnson,0.937260752,0.025267779,0.630645283,0.814162603,0.498553319,-0.061386119,-0.014971898,0.80042191,0.925278252,-0.301482811,-0.29781544,-0.071230427,-0.134899521,0.035783409,-0.63455841,-0.769266923
Wesley Matthews,1.176901285,-0.567975728,0.861056956,1.084711135,1.393886362,0.3994618,0.458213107,2.802965049,2.679648947,0.759870797,0.662656727,-0.023646319,0.494837762,0.599046142,-0.63455841,-0.113839974
Will Barton,0.218339152,-0.271353975,0.169821937,0.247299013,0.086700119,0.020629188,0.042630404,0.329235289,0.393484635,0.031165701,0.008444035,-0.181039907,0.087270567,0.062381927,-0.63455841,1.22432338
Willie Cauley-Stein,-0.500582447,1.508376547,-0.521413082,-0.335668657,-0.345572957,-0.168136202,-0.202423454,-0.637678923,-0.656396577,-0.316115443,-0.258395904,-0.025476477,-0.39001207,-0.407003684,-0.639851297,0.186564044
Willie Reed,0.218339152,0.91513304,-0.521413082,-0.53535924,-0.658887163,-0.502706584,-0.542179399,-0.64013302,-0.665533924,-0.534629421,-0.504768007,-0.276208122,-0.576175281,-0.654213438,-0.639851297,0.186564044
Willy Hernangomez,-0.74022298,1.211754794,-0.751824755,-0.638425347,-0.665798506,-0.495546517,-0.519724265,-0.622954341,-0.646345495,-0.496584577,-0.491880851,-0.243265278,-0.51258867,-0.546254748,-0.645144185,0.131945132
Wilson Chandler,0.937260752,0.321889533,1.091468629,0.875358105,1.068006078,0.790661799,0.796016432,1.26424624,1.413212602,0.343328526,0.341993959,0.627889927,0.219040412,0.574012243,-0.650437072,0.568896431
Xavier Munford,-0.260941914,-1.457840989,-0.751824755,-0.960506933,-0.828529214,-0.69342472,-0.696761846,-0.622954341,-0.648172964,-0.635106831,-0.642736385,-0.658711143,-0.591497356,-0.730879755,-0.65572996,-0.741957466
Xavier Rathan-Mayes,-0.74022298,-0.864597482,-0.982236428,-1.00881917,-0.843922659,-0.701886617,-0.706524948,-0.642587117,-0.658224046,-0.639008866,-0.648042861,-0.666031775,-0.597626186,-0.740267467,-0.666315735,-0.93312366
Xavier Silas,0.937260752,-0.567975728,-0.751824755,-1.012039986,-0.851462306,-0.707093938,-0.712382809,-0.642587117,-0.663706455,-0.640959884,-0.652591269,-0.660541301,-0.609117742,-0.752784417,-0.666315735,-0.71464801
Yogi Ferrell,-0.500582447,-2.051084496,-0.751824755,-0.61265882,-0.491967763,-0.533950511,-0.523954942,-0.149313623,-0.182168249,-0.490731524,-0.509316415,-0.581844507,-0.325659355,-0.525914705,-0.666315735,-0.031911605
Zach Collins,-1.45914458,1.508376547,-0.982236428,-0.812349403,-0.746849708,-0.656973472,-0.658360312,-0.559147819,-0.567764308,-0.616572163,-0.623026616,-0.583674665,-0.571578658,-0.666730388,-0.67690151,-1.042361484
Zach LaVine,-0.979863513,-0.567975728,-0.291001409,-0.284135603,-0.165040306,-0.162928881,-0.134732614,0.194259955,0.165964686,-0.141499362,-0.179556831,-0.51595882,-0.046031486,-0.012719771,-0.687487285,0.022707307
Zach Randolph,2.375103951,0.618511286,2.704350339,2.569507244,2.768615272,4.001626183,4.180558419,-0.156675914,-0.00490371,2.778198567,2.826182826,5.335056287,0.958330531,2.825498555,-0.735123274,-0.35962508
Zaza Pachulia,1.656182351,1.211754794,2.243526993,2.292517081,1.38069198,0.933212214,1.021869523,-0.645041214,-0.646345495,1.406633152,1.469999157,3.475615765,0.41669518,1.412647867,-0.793345037,0.459658606
Zhou Qi,-0.979863513,1.804998301,-0.982236428,-0.966948564,-0.843294355,-0.706443023,-0.711406499,-0.64013302,-0.653655373,-0.635106831,-0.645768657,-0.655050827,-0.609883846,-0.741832086,-0.798637924,-0.93312366
